"Natural philosophy; being an introduction to astrology and occultism in general along the lines of modern scientific thought,","Thierens, A. E., writer on natural philosophy.",English,1928
"Pansophy,","Tränker, Heinrich.",English,1933
"The great psychic, the master power of the universe; a study of the origin, meaning and purpose of those controlling influences that precede, attend and follow human existence on earth. An all-inclusive educational system based on new sources of knowledge.","Shaftesbury, Edmund, 1852-1926.",English,1932
Occult anatomy and the Bible.,"Heline, Corinne, 1882-",English,1944
"The history and power of mind,","Ingalese, Richard, 1863-",English,1942
"The message of Aquaria; the significance and mission of the Aquarian age,","Curtiss, Harriette Augusta, 1856?-1932.",English,1923
"Harmonics of evolution. The philosophy of individual life, based upon natural science, as taught by modern masters of the law.","Huntley, Florence Chance, d. 1912.",English,1897
A treatise on cosmic fire,"Bailey, Alice, 1880-1949.",English,1930
The technique of the disciple ...,"Andrea, Raymund.",English,1935
"The true and invisible Rosicrucian Order; an interpretation of the Rosicrucian allegory and an explanation of the ten Rosicrucian grades,","Case, Paul Foster, 1884-1954.",English,1933
"The book of Rosicruciae; a condensed history of the Fraternitas Rosaæ Crucis, or Rosy Cross, the men who made the order possible, and those who maintained the fraternity throughout the centuries, together with the fundamental teachings of these men according to the actual records in the archives of the fraternity.","Clymer, R. Swinburne (Reuben Swinburne), 1878-",English,1946
"A compendium of occult laws; the selection, arrangement and application of the most important of occult laws taught by the masters of initiation of the great secret schools of the past and present--Hermetic, Rosicrucian, alchemic and Æth priesthood, and the practice of the laws in the development of the fourfold nature of man in attaining success and mastership on all planes of activity;","Clymer, R. Swinburne (Reuben Swinburne), 1878-",English,1938
"The Fraternitatis Rosae Crucis; an attempt to harmonize the spirit of the writings of those who are known to have been Rosicrucians and a comparison of the statements of those recognized as authorities, with extensive analysis and annotations,","Clymer, R. Swinburne (Reuben Swinburne), 1878-",English,1929
"The fraternity of the Rosicrucians, their teachings and mysteries according to the manifestoes issued at various times by the fraternity itself.  Also, some of their secret teachings and the mystery of the order explained.","Clymer, R. Swinburne (Reuben Swinburne), 1878-",English,1906
"The Rose Cross order; a short sketch of the history of the Rose Cross order in America, together with a sketch of the life of Dr. P. B. Randolph, the founder of the order ...","Clymer, R. Swinburne (Reuben Swinburne), 1878- ed.",English,1916
"The Rosicrucian fraternity in America; authentic and spurious organizations as considered and dealt with in treatises originally published and issued in monograph form, now re-published, with important additions, in this permanent volume as separate books to retain their original form...","Clymer, R. Swinburne (Reuben Swinburne), 1878-",English,1935
The Rosicrucian fraternity in America; authentic and spurious organizations ...,"Clymer, R. Swinburne (Reuben Swinburne), 1878-",English,1935
"The Rosicrucians : their teachings, the Fraternitas Rosæ Crucis, American section ; the manifestoes issued by the brotherhood, order, temple and fraternity of the Rosicrucians since its foundation in America have been edited and the teachings made applicable to modern conditions and the needs of the new age","Clymer, R. Swinburne (Reuben Swinburne), 1878-",English,1941
"The way to life and immortality; a positive philosophy leading man away from ""sin"" ... and to manhood, successful achievement, godliness and immortality.","Clymer, R. Swinburne (Reuben Swinburne), 1878-",English,1948
"A catalogue raisonné of works on the occult sciences,","Gardner, F. Leigh (Frederick Leigh), 1857-",English,1903
The adepts in the Western esoteric tradition.,"Hall, Manly Palmer, 1901-",English,1949
"Lectures on ancient philosophy; an introduction to the study and application of rational procedure,","Hall, Manly Palmer, 1901-",English,1929
Some Rosicrucian keys to the secret symbols.,,English,1936
Gleanings of a mystic; a series of essays on practical mysticism.,"Heindel, Max, 1865-1919.",English,1922
"The Rosicrucian cosmo-conception; or, Christian occult science, an elementary treatise upon man's past evolution, present constitution and future development,","Heindel, Max, 1865-1919.",English,1910
"The Rosicrucian cosmo-conception; or, Mystic Christianity; an elementary treatise upon man's past evolution, present constitution and future development,","Heindel, Max, 1865-1919.",English,1911
"The Rosicrucian cosmo-conception; or, Mystic Christianity;","Heindel, Max, 1865-1919.",English,1920
"The Rosicrucian cosmo-conception; or, Mystic Christianity; an elementary treatise upon man's past evolution, present constitution and future development","Heindel, Max, 1865-1919.",English,1925
"The Rosicrucian cosmo-conception; or, Mystic Christianity;","Heindel, Max, 1865-1919.",English,1931
The Rosicrucian philosophy in questions and answers.,"Heindel, Max, 1865-1919.",English,1910
The Rosicrucian philosophy in questions and answers,"Heindel, Max, 1865-1919.",English,1922
Teachings of an initiate,"Heindel, Max, 1865-1919.",English,1927
"Ex oriente lux; lecture outlines for those seeking initiation into the hidden house of masonry; a discussion of the method of approach, to the fundamental principles of Rosicrucian doctrine, on the part of those who have become habituated to western ideas and modes of thinking,","Henry, Alfred Hylas, 1865-",English,1924
Occultism ; its theory and practice.,"Shah, Ikbal Ali, Sirdar.",English,1952
The trail of the serpent,"Inquire Within, pseud.",English,1936
"Occult science in India and among the ancients, with an account of their mystic initiations, and the history of spiritism.","Jacolliot, Louis, 1837-1890.",English,1908
"The Rosicrucians, their rites and mysteries; with chapters on the ancient fire and serpent-worshipers, and explanations of the mystic symbols represented in the monuments and talismans of the primeval philosophers.","Jennings, Hargrave, 1817?-1890.",English,1870
"The Rosicrucians, their rites and mysteries.","Jennings, Hargrave, 1817?-1890.",English,1887
"The Rosicrucians, their rites and mysteries : with chapters on the ancient fire and serpent-worshippers, and explanations of the mystic symbols represented in the monuments and talismans of the primeval philosophers","Jennings, Hargrave, 1817?-1890.",English,1879
Rosicrucian principles for the home and business,"Lewis, H. Spencer (Harve Spencer), 1883-1939.",English,1935
Along civilization's trail.,"Lewis, Ralph Maxwell, 1904-",English,1940
"Behold the sign; a book of ancient symbolism,","Lewis, Ralph Maxwell, 1904-",English,1944
The sanctuary of self.,"Lewis, Ralph Maxwell, 1904-",English,1948
A thousand years of yesterdays : a strange story of mystic revelations,"Lewis, H. Spencer (Harve Spencer), 1883-1939.",English,1940
"A thousand years of yesterdays,","Lewis, H. Spencer (Harve Spencer), 1883-1939.",English,1935
"Modern mystics and modern magic : containing a full biography of the Rev. Wiliam Stanton Moses : together with sketches of Swedenborg, Boehme, Madame Guyon, the Iluminati, the Kabbalists, the Theosophists, the French Spiritists, the Society of Psychical Research, etc.","Lillie, Arthur, 1831-",English,1894
The Brotherhood of the rosy cross : the first world parliament and meeting of the council of seven ; the consecration of Washington the Deliverer : fulfilment of the prophecy,"Lippard, George, 1822-1854.",English,1935
"Comte de Gabalis,","Villars, de Montfaucon, abbé de, 1635 (ca.)-1673.",English,1922
"Comte de Gabalis,","Villars, de Montfaucon, abbé de, 1635 (ca.)-1673.",English,1922
"The history and practice of magic,","Pitois, Christian, 1811-1877.",English,1952
"A brief course in mediumship,","Plummer, George Winslow, 1876-1944.",English,1915
"The master's word; a short treatise on the word, the light and the self.","Plummer, George Winslow, 1876-1944.",English,1913
"Rosicrucian fundamentals; an exposition of the Rosicrucian synthesis of religion, science and philosophy in fourteen complete instructions,","Plummer, George Winslow, 1876-1944.",English,1920
"Rosicrvcian symbology; a treatise wherein the discerning ones will find the elements of constructive symbology and certain other things,","Plummer, George Winslow, 1876-1944.",English,1916
"Occult theocrasy,","Queenborough, Edith Starr Miller Paget, Baroness, -1933.",English,1933
"Ravalette, the Rosicrucian's story,","Randolph, Paschal Beverly, 1825-1874.",English,1939
"Fundamental laws; a report of the 68th convocation of the Rose Cross Order, giving a resume of the proceedings of the convocation, together with most of the lectures that were delivered during the time of the convocation, by the several delegates present.  Also a report of the work of ancient initiation in the grove of Osiris as especially prepared for the occasion.",,English,1916
Theosophy of the Rosicrucians;,"Steiner, Rudolf, 1861-1925.",English,1953
Unto thee I grant,,English,1945
"The brotherhood of the Rosy cross, being records of the house of the Holy Spirit in its inward and outward history,","Waite, Arthur Edward, 1857-1942.",English,1924
"The real history of the Rosicrucians founded on their own manifestoes, and on facts and documents collected from the writings of initiated brethren.","Waite, Arthur Edward, 1857-1942.",English,1887
"Secret symbols of the Rosicrucians; an exact reproduction of the original, but with the German text and terms literally translated.",,English,1935
"The phoenix; an illustrated review of occultism and philosophy,","Hall, Manly Palmer, 1901-",English,1931
"Our ancient brethren, the originators of freemasonry,","Castells, F. de P. (Francis de Paula)",English,1932
"Regeneration; being part II of The temple of the rosy cross,","Dowd, F. B. (Freeman Benjamin)",English,1900
"The Rosicrucian philosophy according to the Rosicrucian creed,","Plummer, George Winslow, 1876-1944.",English,1940
"Pansophic way of light,","Tränker, Heinrich.",English,1936
"Book four,","Crowley, Aleister, 1875-1947.",English,1913
"Consciously creating circumstances,","Plummer, George Winslow, 1876-1944.",English,1946
"Lamp of the soul; the cosmic purpose of man, as disclosed by the fundamental wisdom of all races, is to develop a conscious soul. The factors, methods, and causal means involved in realizing this state, and the findings of modern sciences and philosophy connected therewith, are herein discussed.","McDaniel, Ivan G., 1891-",English,1942
In the pronaos of the temple of wisdom. Containing the history of the true and the false Brothers of the Rose Cross.,"Hartmann, Franz, d. 1912.",English,1934
"The Rosicrucian cosmo-conception; or, Mystic Christianity, an elementary treatise upon man's past evolution, present constitution and future development,","Heindel, Max, 1865-1919.",English,1927
"The Rosicrucian cosmo-conception; or, Mystic Christianity. An elementary treatise upon man's past evolution, present constitution and future development. Its message and mission. A sane mind. A soft heart. A sound body.","Heindel, Max, 1865-1919.",English,1911
"The Rosicrucian cosmo-conception; or, Mystic Christianity; an elemenetary treatise upon man's past evolution, present constitution and future development,","Heindel, Max, 1865-1919.",English,1911
"The Rosicrucians, their rites and mysteries.","Jennings, Hargrave, 1817?-1890.",English,1928
"The Rosicrucian cosmo-conception, or, Mystic Christianity : an elementary treatise upon man's past evolution, present constitution and future development","Heindel, Max, 1865-1919.",English,1925
"Co-operative catalogue of manufacturers & exporters, with list of exporters & importers in Yokohama.",Yokohama-shi (Japan). Commercial and Industrial Museum.,English,1935
Bulletin,,English,1935
The Beacon.,,English,1922
Rays from the rose cross.,,English,1913
Rosicrucian digest.,,English,1921
The Temple artisan.,,English,1900
Tarantism in Madagascar.,"Neill, W. N.",English,1922
Fate.,,English,1948
Equinox.,,English,1909
Chirothesian magazine.,,English,1932
The Galilean magazine.,,English,1941
Reality.,,English,1937
Anthroposophy : a quarterly review of spiritual science.,,English,1926
The Aries quarterly; an occult magazine.,,English,1938
The Atlantis quarterly; a journal devoted to Atlantean and occult studies.,,English,1932
"""Austral-aquaria.""",,English,1929
Avys Teleois monthly.,,English,1933
Candle light; a magazine of spiritual psychology.,,English,193
"The Channel; an international quarterly of occultism, spiritual philosophy of life, and the science of superphysical facts.",,English,1915
The Christian esoteric.,,English,1926
The Galahad lectures.,,English,1932
Hartmann's international directory of psychic science and spiritualism.,,English,1930
"Hartmann's who's who in occult, psychic and spiritual realms...in the United States and foreign countries.",,English,1925
The Initiates and the people.,,English,1928
The Initiates.,,English,193
"The Inner light; a symposium of current thought on science, philosophy and religion.",,English,1931
Bulletin.,University of London. Council for Psychical Investigation.,English,1935
Mercury; a journal of esoterism.,,English,1916
The New liberator.,,English,1930
Liberation.,,English,194
The occult digest.,,English,1925
The Occult review.,,English,1905
Pansophic intellectualizer ...,,English,1935
Phalanx; a journal of philosophy and friendship.,,English,1908
The record,,English,1949
Center bulletin.,"Rosicrucian Fellowship. Manhattan Center, New York.",English,1926
Rosicrucian quarterly.,,English,1939
"The Seer a ... review of astrosophy, astrology and of the psychic and occult sciences.",,English,1930
Simplified scientific ephemeris.,,English,1860
Tomorrow.,,English,1952
